Model,Source,Similarity Score (%),Raw Score
nvidia_deepseek_ai_deepseek_r1_0528,academic,58.95%,58.94671410322189
nvidia_deepseek_ai_deepseek_r1_0528,literature,53.10%,53.097946643829346
nvidia_deepseek_ai_deepseek_r1_0528,news,57.33%,57.32603192329407
nvidia_ai21labs_jamba_1_5_large_instruct,academic,58.95%,58.94671410322189
nvidia_ai21labs_jamba_1_5_large_instruct,literature,53.10%,53.097946643829346
nvidia_ai21labs_jamba_1_5_large_instruct,news,57.33%,57.32603192329407
nvidia_meta_llama_3_3_70b_instruct,academic,58.95%,58.94671410322189
nvidia_meta_llama_3_3_70b_instruct,literature,53.10%,53.097946643829346
nvidia_meta_llama_3_3_70b_instruct,news,57.33%,57.32603192329407
nvidia_abacusai_dracarys_llama_3_1_70b_instruct,academic,58.95%,58.94671410322189
nvidia_abacusai_dracarys_llama_3_1_70b_instruct,literature,53.10%,53.097946643829346
nvidia_abacusai_dracarys_llama_3_1_70b_instruct,news,57.33%,57.32603192329407
nvidia_qwen_qwq_32b,academic,58.95%,58.94671410322189
nvidia_qwen_qwq_32b,literature,53.10%,53.097946643829346
nvidia_qwen_qwq_32b,news,57.33%,57.32603192329407
nvidia_google_gemma_2_27b_it,academic,58.95%,58.94671410322189
nvidia_google_gemma_2_27b_it,literature,53.10%,53.097946643829346
nvidia_google_gemma_2_27b_it,news,57.33%,57.32603192329407
nvidia_nvidia_llama_3_1_nemotron_70b_instruct,academic,58.95%,58.94671410322189
nvidia_nvidia_llama_3_1_nemotron_70b_instruct,literature,53.10%,53.097946643829346
nvidia_nvidia_llama_3_1_nemotron_70b_instruct,news,57.33%,57.32603192329407
nvidia_deepseek_ai_deepseek_v3_1,academic,58.95%,58.94671410322189
nvidia_deepseek_ai_deepseek_v3_1,literature,53.10%,53.097946643829346
nvidia_deepseek_ai_deepseek_v3_1,news,57.33%,57.32603192329407
nvidia_openai_gpt_oss_120b,academic,58.95%,58.94671410322189
nvidia_openai_gpt_oss_120b,literature,53.10%,53.097946643829346
nvidia_openai_gpt_oss_120b,news,57.33%,57.32603192329407
nvidia_moonshotai_kimi_k2_instruct,academic,58.95%,58.94671410322189
nvidia_moonshotai_kimi_k2_instruct,literature,53.10%,53.097946643829346
nvidia_moonshotai_kimi_k2_instruct,news,57.33%,57.32603192329407
nvidia_nvidia_llama_3_1_nemotron_ultra_253b_v1,academic,58.95%,58.94671410322189
nvidia_nvidia_llama_3_1_nemotron_ultra_253b_v1,literature,53.10%,53.097946643829346
nvidia_nvidia_llama_3_1_nemotron_ultra_253b_v1,news,57.33%,57.32603192329407
nvidia_writer_palmyra_creative_122b,academic,58.95%,58.94671410322189
nvidia_writer_palmyra_creative_122b,literature,53.10%,53.097946643829346
nvidia_writer_palmyra_creative_122b,news,57.33%,57.32603192329407
nvidia_qwen_qwen3_coder_480b_a35b_instruct,academic,58.95%,58.94671410322189
nvidia_qwen_qwen3_coder_480b_a35b_instruct,literature,53.10%,53.097946643829346
nvidia_qwen_qwen3_coder_480b_a35b_instruct,news,57.33%,57.32603192329407
nvidia_gotocompany_gemma_2_9b_cpt_sahabatai_instruct,academic,58.95%,58.94671410322189
nvidia_gotocompany_gemma_2_9b_cpt_sahabatai_instruct,literature,53.10%,53.097946643829346
nvidia_gotocompany_gemma_2_9b_cpt_sahabatai_instruct,news,57.33%,57.32603192329407
